default,housing,loan,age,balance,day,duration,campaign,previous,Edu,admin,blueCollar,entrepreneur,housemaid,management,retired,selfEmployed,services,student,technician,unemployed,jobUnknown,divorced,married,single,cellular,telephone,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,failure,other,success,neverContacted,recentlyContacted,sometimeAgoContacted,aWhileAgoContacted,longTimeAgoContacted,y
0,0,0,0.323529411764706,0.123434584770674,0.633333333333333,0.0589208871234691,0.0204081632653061,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.529411764705882,0.0528851961718635,0.133333333333333,0.0804369414101291,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.705882352941177,0.0538113582368022,0.533333333333333,0.0380668652763985,0,0.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9,0.1,0,0,0
0,0,1,0.544117647058823,0.0549925504355646,0.966666666666667,0.0479973518702416,0.0204081632653061,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0.5,0.0458785788110227,0.666666666666667,0.0231711353856339,0.0204081632653061,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.720588235294118,0.100696634944497,0.433333333333333,0.29559748427673,0.0204081632653061,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0.176470588235294,0.0467644729600945,0.866666666666667,0.0254882489241973,0.0408163265306122,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.588235294117647,0.0450329525778177,0.666666666666667,0.0119165839126117,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.191176470588235,0.0785090133018349,0.833333333333333,0.315789473684211,0.102040816326531,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0.441176470588235,0.0610461604542221,0.4,0.115855676928169,0.0408163265306122,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0.338235294117647,0.0687776003006671,0.433333333333333,0.0483283680900364,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.867647058823529,0.0475429860001879,0.7,0.0307845084409136,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.191176470588235,0.0725090938376666,0.433333333333333,0.0423700761337306,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0.205882352941176,0.0972872847344331,0.166666666666667,0.25190334326382,0,0.08,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.16,0.84,1
0,1,0,0.0588235294117647,0.0493416195755762,0.966666666666667,0.00397219463753724,0.346938775510204,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.279411764705882,0.205151608703239,0.533333333333333,0.200264812975836,0.0204081632653061,0.12,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.98,0.02,0,0,0
0,0,0,0.25,0.0518919209138132,0.333333333333333,0.0337636544190665,0.0204081632653061,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.485294117647059,0.0594622890967906,0.4,0.119496855345912,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.191176470588235,0.0497845666501121,0.4,0.0665342601787488,0.0408163265306122,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.191176470588235,0.0740526972792312,0.666666666666667,0.00231711353856339,0.0612244897959184,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.220588235294118,0.0561737426343271,0.2,0.0334326381992718,0.0204081632653061,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.529411764705882,0.0464154843559147,0.0333333333333333,0.0182058920887123,0.0408163265306122,0.08,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0
0,1,0,0.102941176470588,0.0444692017556811,0.666666666666667,0.139357828533598,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0.191176470588235,0.0330733815653481,0.1,0.066203243958954,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.617647058823529,0.10660259593831,0.866666666666667,0.0585898709036743,0,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,0,0,0.382352941176471,0.0557979087529026,0.133333333333333,0.335650446871897,0.0408163265306122,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0.264705882352941,0.0475295633615656,0.633333333333333,0.574644157563721,0.0204081632653061,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.279411764705882,0.0451403336867962,0.933333333333333,0.0311155246607084,0.0204081632653061,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.220588235294118,0.0651266425954014,0.466666666666667,0.144654088050314,0,0.04,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,0,0.5,0.0744151085220333,0.433333333333333,0.0887123469049984,0.0408163265306122,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.426470588235294,0.0855961664944095,0.466666666666667,0.0513075140681893,0.0204081632653061,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0.558823529411765,0.0455698581227098,0.1,0.0450182058920887,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.205882352941176,0.0733949879867384,0.533333333333333,0.0963257199602781,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0.25,0.0458248882565335,0.833333333333333,0.102615028136379,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0.514705882352941,0.0549925504355646,0.466666666666667,0.190334326381993,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0.323529411764706,0.0375431202265741,0.233333333333333,0.182058920887123,0.0408163265306122,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.647058823529412,0.0500395967839358,0.2,0.105594174114532,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0.426470588235294,0.123488275325163,0.4,0.0738166170142337,0.0204081632653061,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.426470588235294,0.0626568770888981,0.1,0.0430321085733201,0.0204081632653061,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.544117647058823,0.270949383229755,0.2,0.0724925521350546,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0.470588235294118,0.0471939973960081,0.233333333333333,0.0430321085733201,0,0.2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0.176470588235294,0.0490060536100187,0.9,0.0499834491890103,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.147058823529412,0.0504288533039825,0.666666666666667,0.041708043694141,0.0612244897959184,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0.323529411764706,0.0444692017556811,0.2,0.207216153591526,0.0408163265306122,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.191176470588235,0.0493013516597093,0.6,0.0529625951671632,0.0204081632653061,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.264705882352941,0.0444692017556811,0.5,0.0873882820258193,0.0204081632653061,0.12,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,1,0,0.338235294117647,0.0444960470329257,0.133333333333333,0.124462098642834,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.176470588235294,0.128333847867814,0.266666666666667,0.0496524329692155,0.0204081632653061,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.323529411764706,0.0499993288680689,0.0666666666666667,0.0496524329692155,0.0816326530612245,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.544117647058823,0.0490865894417525,0.466666666666667,0.0718305196954651,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.514705882352941,0.0877169433967329,0.433333333333333,0.0208540218470705,0.0204081632653061,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.323529411764706,0.0468047408759614,0.433333333333333,0.120158887785501,0.0204081632653061,0.04,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,0.308823529411765,0.0524019811814607,0.433333333333333,0.0274743462429659,0.102040816326531,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.455882352941176,0.0496771855411337,0.133333333333333,0.230718305196955,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.308823529411765,0.0474087596139649,0.533333333333333,0.066203243958954,0.0204081632653061,0.04,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0.117647058823529,0.0505228117743386,0.5,0.214498510427011,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0.602941176470588,0.0445363149487926,0.833333333333333,0.0195299569678914,0.0204081632653061,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0.132352941176471,0.0468450087918283,0.166666666666667,0.0483283680900364,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.485294117647059,0.0532878753305325,0.2,0.130420390599139,0.0204081632653061,0.08,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0,0,0.264705882352941,0.0621199715440061,0.966666666666667,0.0728235683548494,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0.470588235294118,0.0641467899759735,0.2,0.133068520357498,0.0204081632653061,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0.323529411764706,0.0562677011046832,0.2,0.0185369083085071,0.0612244897959184,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.235294117647059,0.0484020348720151,0.966666666666667,0.171135385633896,0.0204081632653061,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.279411764705882,0.0501604005315365,0.533333333333333,0.0910294604435617,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.220588235294118,0.0690460530731131,0.633333333333333,0.0658722277391592,0.0204081632653061,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.294117647058824,0.0459591146427565,0.566666666666667,0.0652101952995697,0.0204081632653061,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.220588235294118,0.0505765023288278,0.633333333333333,0.121813968884475,0.0408163265306122,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.117647058823529,0.0418517872243326,0.566666666666667,0.128103277060576,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0.191176470588235,0.0930054630139193,0.433333333333333,0.053293611386958,0.0204081632653061,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.558823529411765,0.23363444785976,0.333333333333333,0.0751406818934128,0.0816326530612245,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.323529411764706,0.0655024764768258,0,0.095001655081099,0.0204081632653061,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.323529411764706,0.117300438920283,0.433333333333333,0.0479973518702416,0.0204081632653061,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.161764705882353,0.0479725104361015,0.6,0.0758027143330023,0,0.8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.26,0.74,0,0,0
0,0,0,0.25,0.0826297633588811,0.366666666666667,0.155246607083747,0,0.04,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0.176470588235294,0.0499187930363351,0.1,0.242303872889772,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0.25,0.0444692017556811,0.166666666666667,0.110228401191658,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.279411764705882,0.0510865625964752,0.333333333333333,0.181727904667329,0,0.28,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0.441176470588235,0.124951342934994,0.666666666666667,0.112876530950017,0.0204081632653061,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.558823529411765,0.0951665078321096,0.4,0.020191989407481,0.0204081632653061,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.220588235294118,0.0515026643937665,0.4,0.00165508109897385,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.191176470588235,0.0521737963248815,0.433333333333333,0.0844091360476663,0.0204081632653061,0.12,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0.9,0,0,0
0,1,1,0.264705882352941,0.0502006684474034,0.266666666666667,0.121482952664681,0.0408163265306122,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.205882352941176,0.0509523362102522,0.0666666666666667,0.0913604766633565,0.0204081632653061,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.544117647058823,0.0899853693239017,0.666666666666667,0.07911287653095,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
